Reporting_Economy,ProductSector,Partner_Economy,2016,2017,2018,2019,2020,2021,2022
Belarus,SI3_AGG - MA - Manufactures,World,12848,15660,17691,17802,16813,15330,
Belarus,SI3_AGG - MAIS - Iron and steel,World,750,1028,1322,1223,1034,1610,
Belarus,SI3_AGG - MACH - Chemicals,World,3787,4345,5338,5225,4723,1580,
Belarus,SI3_AGG - MACHPH - Pharmaceuticals,World,162,208,244,286,320,311,
Belarus,SI3_AGG - MAMT - Machinery and transport equipment,World,3913,4985,5244,5438,5205,4772,
Belarus,SI3_AGG - MAMTOF - Office and telecom equipment,World,147,244,300,312,354,506,
Belarus,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,23,48,40,64,57,98,
Belarus,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,58,94,151,169,202,304,
Belarus,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,66,103,108,78,95,105,
Belarus,SI3_AGG - MAMTTE - Transport equipment,World,1617,2162,2426,2501,2179,1693,
Belarus,SI3_AGG - MAMTAU - Automotive products,World,1412,1829,2190,1960,1657,978,
Belarus,SI3_AGG - MATE - Textiles,World,624,678,731,724,689,738,
Belarus,SI3_AGG - MACL - Clothing,World,372,440,498,498,402,511,
Belgium,SI3_AGG - TO - Total merchandise,World,398134,429645,468213,446910,421842,548869,632852
Belgium,SI3_AGG - AG - Agricultural products,World,45460,48869,51283,50199,50331,57802,
Belgium,SI3_AGG - AGFO - Food,World,40218,43374,45080,44171,44811,50558,
Belgium,SI3_AGG - MI - Fuels and mining products,World,37302,47516,59751,52011,41182,74726,
Belgium,SI3_AGG - MIFU - Fuels,World,27566,35939,44217,36754,24885,51443,
Belgium,SI3_AGG - MA - Manufactures,World,303566,321316,351582,338669,325415,408117,
Belgium,SI3_AGG - MAIS - Iron and steel,World,13325,17183,19265,16602,13336,20547,
Belgium,SI3_AGG - MACH - Chemicals,World,117186,121404,141215,135347,139394,192297,
Belgium,SI3_AGG - MACHPH - Pharmaceuticals,World,45012,44741,50408,55633,64204,98695,
Belgium,SI3_AGG - MAMT - Machinery and transport equipment,World,90153,96257,102478,104259,96178,105663,
Belgium,SI3_AGG - MAMTOF - Office and telecom equipment,World,9310,8844,8784,9688,9962,10274,
Belgium,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4056,3556,3569,3599,3347,3322,
Belgium,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4361,4230,4196,4152,4359,4334,
Belgium,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,893,1058,1019,1937,2256,2618,
Belgium,SI3_AGG - MAMTTE - Transport equipment,World,48861,52954,55907,58243,51701,54023,
Belgium,SI3_AGG - MAMTAU - Automotive products,World,44140,47414,49254,52785,46899,48702,
Belgium,SI3_AGG - MATE - Textiles,World,5387,5795,6067,5742,5622,6096,
Belgium,SI3_AGG - MACL - Clothing,World,8987,9368,10063,9876,8921,9577,
Belize,SI3_AGG - TO - Total merchandise,World,443,457,451,425,289,423,441
Belize,SI3_AGG - AG - Agricultural products,World,158,213,183,197,191,235,
Belize,SI3_AGG - AGFO - Food,World,154,209,180,195,189,233,
Belize,SI3_AGG - MI - Fuels and mining products,World,18,22,27,23,7,14,
Belize,SI3_AGG - MIFU - Fuels,World,18,21,26,22,6,11,
Belize,SI3_AGG - MA - Manufactures,World,34,43,30,24,13,15,
Belize,SI3_AGG - MAIS - Iron and steel,World,1,0,0,0,0,0,
Belize,SI3_AGG - MACH - Chemicals,World,8,16,12,8,5,3,
Belize,SI3_AGG - MACHPH - Pharmaceuticals,World,1,4,3,1,1,1,
Belize,SI3_AGG - MAMT - Machinery and transport equipment,World,7,7,6,4,3,4,
Belize,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,1,0,1,
Belize,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,0,0,
Belize,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,1,
Belize,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Belize,SI3_AGG - MAMTTE - Transport equipment,World,2,4,4,2,2,2,
Belize,SI3_AGG - MAMTAU - Automotive products,World,2,1,1,1,0,1,
Belize,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Belize,SI3_AGG - MACL - Clothing,World,2,2,1,1,0,0,
Benin,SI3_AGG - TO - Total merchandise,World,1774,2216,3344,3052,2996,3445,3611
Benin,SI3_AGG - AG - Agricultural products,World,293,583,763,712,676,833,
Benin,SI3_AGG - AGFO - Food,World,111,222,304,224,191,175,
Benin,SI3_AGG - MI - Fuels and mining products,World,22,23,28,27,38,39,
Benin,SI3_AGG - MIFU - Fuels,World,15,18,26,26,38,37,
Benin,SI3_AGG - MA - Manufactures,World,76,114,147,96,117,136,
Benin,SI3_AGG - MAIS - Iron and steel,World,16,17,42,27,30,59,
Benin,SI3_AGG - MACH - Chemicals,World,6,11,7,7,7,8,
Benin,SI3_AGG - MACHPH - Pharmaceuticals,World,0,6,4,3,3,4,
Benin,SI3_AGG - MAMT - Machinery and transport equipment,World,17,42,54,17,41,33,
Benin,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,2,1,2,0,0,
Benin,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,0,0,
Benin,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,2,1,0,0,0,
Benin,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,0,
Benin,SI3_AGG - MAMTTE - Transport equipment,World,6,7,4,7,5,9,
Benin,SI3_AGG - MAMTAU - Automotive products,World,5,5,3,2,3,5,
Benin,SI3_AGG - MATE - Textiles,World,11,11,10,10,12,13,
Benin,SI3_AGG - MACL - Clothing,World,0,0,1,0,1,1,
Bermuda,SI3_AGG - TO - Total merchandise,World,19,18,18,19,11,12,10
Bermuda,SI3_AGG - AG - Agricultural products,World,6,6,4,4,3,2,
Bermuda,SI3_AGG - AGFO - Food,World,6,6,4,4,3,2,
Bermuda,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MA - Manufactures,World,3,5,13,12,8,8,
Bermuda,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MAMT - Machinery and transport equipment,World,1,2,8,7,3,6,
Bermuda,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,1,1,0,1,
Bermuda,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Bermuda,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,1,1,0,1,
Bermuda,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,0,0,
Bermuda,SI3_AGG - MAMTTE - Transport equipment,World,0,1,4,4,2,3,
Bermuda,SI3_AGG - MAMTAU - Automotive products,World,0,0,1,0,2,0,
Bermuda,SI3_AGG - MATE - Textiles,World,0,0,0,2,0,0,
Bermuda,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Bhutan,SI3_AGG - TO - Total merchandise,World,525,573,606,674,651,784,720
"Bolivia, Plurinational State of",SI3_AGG - TO - Total merchandise,World,7082,7846,8965,8757,7015,11030,13653
"Bolivia, Plurinational State of",SI3_AGG - AG - Agricultural products,World,1489,1245,1442,1301,1469,2205,
"Bolivia, Plurinational State of",SI3_AGG - AGFO - Food,World,1451,1205,1392,1257,1417,2125,
"Bolivia, Plurinational State of",SI3_AGG - MI - Fuels and mining products,World,4547,5582,5998,5355,3905,5736,
"Bolivia, Plurinational State of",SI3_AGG - MIFU - Fuels,World,2221,2734,3142,2825,2038,2360,
"Bolivia, Plurinational State of",SI3_AGG - MA - Manufactures,World,478,473,479,536,428,584,
"Bolivia, Plurinational State of",SI3_AGG - MAIS - Iron and steel,World,0,2,1,3,0,4,
"Bolivia, Plurinational State of",SI3_AGG - MACH - Chemicals,World,99,91,180,184,115,166,
"Bolivia, Plurinational State of",SI3_AGG - MACHPH - Pharmaceuticals,World,3,2,2,1,2,2,
"Bolivia, Plurinational State of",SI3_AGG - MAMT - Machinery and transport equipment,World,107,123,84,114,106,74,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOF - Office and telecom equipment,World,5,10,7,4,6,7,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,7,4,1,4,4,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,2,3,2,2,3,
"Bolivia, Plurinational State of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
"Bolivia, Plurinational State of",SI3_AGG - MAMTTE - Transport equipment,World,22,18,22,39,38,18,
"Bolivia, Plurinational State of",SI3_AGG - MAMTAU - Automotive products,World,4,5,11,7,8,7,
"Bolivia, Plurinational State of",SI3_AGG - MATE - Textiles,World,12,12,14,19,14,22,
"Bolivia, Plurinational State of",SI3_AGG - MACL - Clothing,World,8,7,9,5,3,5,
"Bonaire, Sint Eustatius and Saba",SI3_AGG - TO - Total merchandise,World,1,1,1,1,1,1,1
Bosnia and Herzegovina,SI3_AGG - TO - Total merchandise,World,5328,6402,7182,6578,6155,8614,9674
Bosnia and Herzegovina,SI3_AGG - AG - Agricultural products,World,875,939,874,774,803,972,
Bosnia and Herzegovina,SI3_AGG - AGFO - Food,World,498,579,496,454,498,548,
Bosnia and Herzegovina,SI3_AGG - MI - Fuels and mining products,World,752,1081,1334,989,754,1558,
Bosnia and Herzegovina,SI3_AGG - MIFU - Fuels,World,362,533,702,532,415,735,
Bosnia and Herzegovina,SI3_AGG - MA - Manufactures,World,3518,4235,4850,4691,4500,5940,
Bosnia and Herzegovina,SI3_AGG - MAIS - Iron and steel,World,208,258,324,291,224,393,
Bosnia and Herzegovina,SI3_AGG - MACH - Chemicals,World,414,517,555,522,482,631,
Bosnia and Herzegovina,SI3_AGG - MACHPH - Pharmaceuticals,World,62,81,90,79,78,83,
Bosnia and Herzegovina,SI3_AGG - MAMT - Machinery and transport equipment,World,759,920,1075,1113,1097,1438,
Bosnia and Herzegovina,SI3_AGG - MAMTOF - Office and telecom equipment,World,14,25,24,29,25,36,
Bosnia and Herzegovina,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9,11,11,10,10,12,
Bosnia and Herzegovina,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,4,4,8,6,10,
Bosnia and Herzegovina,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,10,9,10,9,14,
Bosnia and Herzegovina,SI3_AGG - MAMTTE - Transport equipment,World,262,275,311,298,277,347,
Bosnia and Herzegovina,SI3_AGG - MAMTAU - Automotive products,World,165,171,197,193,168,206,
Bosnia and Herzegovina,SI3_AGG - MATE - Textiles,World,60,65,62,60,76,69,
Bosnia and Herzegovina,SI3_AGG - MACL - Clothing,World,234,272,328,316,285,347,
Botswana,SI3_AGG - TO - Total merchandise,World,7366,5870,6575,5237,4262,7395,8295
Botswana,SI3_AGG - AG - Agricultural products,World,130,109,121,97,88,136,
Botswana,SI3_AGG - AGFO - Food,World,125,104,116,90,84,131,
Botswana,SI3_AGG - MI - Fuels and mining products,World,308,161,75,56,83,216,
Botswana,SI3_AGG - MIFU - Fuels,World,12,9,11,15,17,29,
Botswana,SI3_AGG - MA - Manufactures,World,6833,5595,5882,5041,3955,6853,
Botswana,SI3_AGG - MAIS - Iron and steel,World,6,5,5,8,7,9,
Botswana,SI3_AGG - MACH - Chemicals,World,85,70,73,58,71,89,
Botswana,SI3_AGG - MACHPH - Pharmaceuticals,World,16,6,10,8,11,14,
Botswana,SI3_AGG - MAMT - Machinery and transport equipment,World,234,234,249,181,168,217,
Botswana,SI3_AGG - MAMTOF - Office and telecom equipment,World,8,12,15,10,11,11,
Botswana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4,3,5,2,1,2,
Botswana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,8,10,7,9,7,
Botswana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,0,1,1,3,
Botswana,SI3_AGG - MAMTTE - Transport equipment,World,51,58,71,39,26,44,
Botswana,SI3_AGG - MAMTAU - Automotive products,World,40,26,39,31,22,34,
Botswana,SI3_AGG - MATE - Textiles,World,16,16,20,13,13,17,
Botswana,SI3_AGG - MACL - Clothing,World,9,2,3,2,2,5,
Brazil,SI3_AGG - TO - Total merchandise,World,179526,214988,231890,221127,209180,280815,334136
Brazil,SI3_AGG - AG - Agricultural products,World,76904,87792,92906,89086,93237,111086,
Brazil,SI3_AGG - AGFO - Food,World,68001,77612,80324,76346,81391,97659,
Brazil,SI3_AGG - MI - Fuels and mining products,World,32758,46850,58914,61605,58658,93874,
Brazil,SI3_AGG - MIFU - Fuels,World,11581,18723,29609,30314,24873,38353,
Brazil,SI3_AGG - MA - Manufactures,World,64503,74393,74691,66400,52064,70168,
Brazil,SI3_AGG - MAIS - Iron and steel,World,8216,11281,12598,11545,9066,14514,
Brazil,SI3_AGG - MACH - Chemicals,World,10852,11911,12134,11419,10095,12907,
Brazil,SI3_AGG - MACHPH - Pharmaceuticals,World,1275,1326,1254,1231,1143,1190,
Brazil,SI3_AGG - MAMT - Machinery and transport equipment,World,30504,35613,34519,28866,20620,26150,
Brazil,SI3_AGG - MAMTOF - Office and telecom equipment,World,730,829,895,830,691,755,
Brazil,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,281,388,420,344,245,263,
Brazil,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,311,254,280,348,289,327,
Brazil,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,137,187,195,139,157,164,
Brazil,SI3_AGG - MAMTTE - Transport equipment,World,17859,20614,18852,15160,10941,13679,
Brazil,SI3_AGG - MAMTAU - Automotive products,World,11135,14739,13032,9659,7253,9271,
Brazil,SI3_AGG - MATE - Textiles,World,793,799,745,697,622,845,
Brazil,SI3_AGG - MACL - Clothing,World,132,153,148,160,122,168,
BRIC members,SI3_AGG - TO - Total merchandise,World,2823410,3130519,3487277,3464644,3408916,4528223,4913106
BRICS members,SI3_AGG - TO - Total merchandise,World,2899625,3219465,3581247,3554660,3494750,4651795,5036006
Brunei Darussalam,SI3_AGG - TO - Total merchandise,World,4875,5571,6574,7039,6608,11058,14039
Brunei Darussalam,SI3_AGG - AG - Agricultural products,World,10,13,16,13,12,43,
Brunei Darussalam,SI3_AGG - AGFO - Food,World,8,11,13,11,10,40,
Brunei Darussalam,SI3_AGG - MI - Fuels and mining products,World,4300,5004,6001,6435,5392,8721,
Brunei Darussalam,SI3_AGG - MIFU - Fuels,World,4284,4989,5982,6412,5387,8699,
Brunei Darussalam,SI3_AGG - MA - Manufactures,World,557,533,547,585,1192,2272,
Brunei Darussalam,SI3_AGG - MAIS - Iron and steel,World,13,7,38,31,8,10,
Brunei Darussalam,SI3_AGG - MACH - Chemicals,World,235,202,247,247,1104,1996,
Brunei Darussalam,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,1,0,1,
Brunei Darussalam,SI3_AGG - MAMT - Machinery and transport equipment,World,239,140,172,229,50,215,
Brunei Darussalam,SI3_AGG - MAMTOF - Office and telecom equipment,World,39,11,11,6,3,5,
Brunei Darussalam,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,4,3,2,2,3,
Brunei Darussalam,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,36,6,7,3,1,2,
Brunei Darussalam,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,1,1,1,1,
Brunei Darussalam,SI3_AGG - MAMTTE - Transport equipment,World,86,48,64,69,21,153,
Brunei Darussalam,SI3_AGG - MAMTAU - Automotive products,World,9,5,5,9,5,15,
Brunei Darussalam,SI3_AGG - MATE - Textiles,World,0,1,1,1,1,1,
Brunei Darussalam,SI3_AGG - MACL - Clothing,World,7,11,9,6,7,6,
Bulgaria,SI3_AGG - TO - Total merchandise,World,26572,31438,33617,33340,31954,41157,50718
Bulgaria,SI3_AGG - AG - Agricultural products,World,4822,5017,5434,5654,5627,7348,
Bulgaria,SI3_AGG - AGFO - Food,World,4463,4602,4959,5231,5290,6932,
Bulgaria,SI3_AGG - MI - Fuels and mining products,World,5372,7452,7599,7360,6160,8573,
Bulgaria,SI3_AGG - MIFU - Fuels,World,2304,2982,2844,3084,1441,2293,
Bulgaria,SI3_AGG - MA - Manufactures,World,15409,17470,19489,19424,19184,24122,
Bulgaria,SI3_AGG - MAIS - Iron and steel,World,574,1087,1256,808,747,1316,
Bulgaria,SI3_AGG - MACH - Chemicals,World,2672,3123,3434,3648,3732,4791,
Bulgaria,SI3_AGG - MACHPH - Pharmaceuticals,World,890,1009,1104,1163,1205,1189,
Bulgaria,SI3_AGG - MAMT - Machinery and transport equipment,World,5678,6600,7630,7817,7573,9394,
Bulgaria,SI3_AGG - MAMTOF - Office and telecom equipment,World,690,792,993,965,1002,1251,
Bulgaria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,211,248,311,295,286,317,
Bulgaria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,270,302,354,414,439,530,
Bulgaria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,208,242,329,257,277,404,
Bulgaria,SI3_AGG - MAMTTE - Transport equipment,World,997,1116,1249,1367,1431,1719,
Bulgaria,SI3_AGG - MAMTAU - Automotive products,World,505,584,595,661,632,702,
Bulgaria,SI3_AGG - MATE - Textiles,World,509,529,548,526,589,708,
Bulgaria,SI3_AGG - MACL - Clothing,World,1659,1628,1655,1557,1342,1377,
Burkina Faso,SI3_AGG - TO - Total merchandise,World,2509,2875,3254,3239,4372,5043,4518
Burkina Faso,SI3_AGG - AG - Agricultural products,World,753,763,796,677,561,797,
Burkina Faso,SI3_AGG - AGFO - Food,World,324,393,475,323,297,341,
Burkina Faso,SI3_AGG - MI - Fuels and mining products,World,104,185,218,180,130,187,
Burkina Faso,SI3_AGG - MIFU - Fuels,World,11,14,27,20,13,13,
Burkina Faso,SI3_AGG - MA - Manufactures,World,114,92,110,134,120,159,
Burkina Faso,SI3_AGG - MAIS - Iron and steel,World,10,7,15,14,17,20,
Burkina Faso,SI3_AGG - MACH - Chemicals,World,25,9,23,15,15,15,
Burkina Faso,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,1,1,1,
Burkina Faso,SI3_AGG - MAMT - Machinery and transport equipment,World,58,56,52,83,49,73,
Burkina Faso,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,1,2,2,2,
Burkina Faso,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,0,0,
Burkina Faso,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,1,
Burkina Faso,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,1,0,1,1,
Burkina Faso,SI3_AGG - MAMTTE - Transport equipment,World,32,25,23,45,18,31,
Burkina Faso,SI3_AGG - MAMTAU - Automotive products,World,21,15,8,13,11,27,
Burkina Faso,SI3_AGG - MATE - Textiles,World,5,6,5,4,5,5,
Burkina Faso,SI3_AGG - MACL - Clothing,World,0,1,0,1,1,2,
Burundi,SI3_AGG - TO - Total merchandise,World,125,172,180,180,162,165,181
Burundi,SI3_AGG - AG - Agricultural products,World,79,89,89,81,82,74,
Burundi,SI3_AGG - AGFO - Food,World,78,89,88,81,81,73,
Burundi,SI3_AGG - MI - Fuels and mining products,World,7,9,22,18,12,18,
Burundi,SI3_AGG - MIFU - Fuels,World,2,0,7,5,3,3,
Burundi,SI3_AGG - MA - Manufactures,World,22,15,13,15,22,21,
Burundi,SI3_AGG - MAIS - Iron and steel,World,1,1,1,3,9,6,
Burundi,SI3_AGG - MACH - Chemicals,World,5,2,3,1,1,1,
Burundi,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,0,0,0,
Burundi,SI3_AGG - MAMT - Machinery and transport equipment,World,6,2,3,6,3,4,
Burundi,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,0,0,0,0,1,
Burundi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0,
Burundi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,0,0,0,0,
Burundi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0,
Burundi,SI3_AGG - MAMTTE - Transport equipment,World,3,1,2,3,1,1,
Burundi,SI3_AGG - MAMTAU - Automotive products,World,3,1,1,2,1,1,
Burundi,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0,
Burundi,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0,
Cabo Verde,SI3_AGG - TO - Total merchandise,World,60,50,76,62,53,55,46
Cabo Verde,SI3_AGG - AG - Agricultural products,World,50,39,63,50,36,36,
Cabo Verde,SI3_AGG - AGFO - Food,World,50,39,63,50,36,36,
Cabo Verde,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,0,4,
Cabo Verde,SI3_AGG - MIFU - Fuels,World,,,,0,0,1,
Cabo Verde,SI3_AGG - MA - Manufactures,World,10,11,12,12,17,14,
Cabo Verde,SI3_AGG - MAIS - Iron and steel,World,,,,0,0,0,
Cabo Verde,SI3_AGG - MACH - Chemicals,World,0,,0,0,9,0,
Cabo Verde,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,0,9,0,
Cabo Verde,SI3_AGG - MAMT - Machinery and transport equipment,World,,,0,0,0,9,
Cabo Verde,SI3_AGG - MAMTOF - Office and telecom equipment,World,,,0,0,0,0,
Cabo Verde,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,,0,0,0,0,
Cabo Verde,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,,0,0,0,
Cabo Verde,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,,0,0,0,
Cabo Verde,SI3_AGG - MAMTTE - Transport equipment,World,,,0,0,0,8,
